titulo,empresa,ubicacion,salario,tipo_contrato,skills,busqueda,modalidad,ciudad,salario_min,salario_max,salario_medio,es_outlier
tecnico/a junior seguridad perimetral,grupo sia,oviedo - asturias - españa,,indefinido,"seguridad, tcp/ip",junior,No especificado,oviedo - asturias,,,,False
junior android,indra sistemas,madrid - españa,,prácticas,android,junior,No especificado,madrid,,,,False
ingeniero/a eléctrico,hays,madrid (híbrido),,indefinido,"eléctrica, industrial, electrónica",junior,Híbrido,madrid,,,,False
técnicos de soporte,seltime,madrid (presencial),18.000€ - 21.000€ b/a,indefinido,"windows, linux, mysql",soporte-tecnico,Presencial,madrid,18000.0,21000.0,19500.0,False
service delivery manager it (ingles alto),grupo digital,100% en remoto,,indefinido,"soporte, microinformatica",soporte-tecnico,En Remoto,100% en remoto,,,,False
técnico/a de soporte it on site,sosmatic,madrid (híbrido),18.000€ - 21.000€ b/a,indefinido,"citrix, servicedesk",soporte-tecnico,Híbrido,madrid,18000.0,21000.0,19500.0,False
soporte microinformático / migración it (junio),zaidan it consulting,riells i viabrea (girona) - barcelona españa,18.000€ - 21.000€ b/a,temporal,"microsfot windows, outloook, migraciones",soporte-tecnico,No especificado,riells i viabrea (girona) - barcelona españa,18000.0,21000.0,19500.0,False
técnico microinformática,pulsia technology,granada (presencial),16.000€ - 18.000€ b/a,temporal,"hadware, software, soporte",soporte-tecnico,Presencial,granada,16000.0,18000.0,17000.0,False
helpdesk / jornada parcial,sosmatic,100% en remoto,15.000€ - 16.000€ b/a,indefinido,"soporte, redes lan, wan",soporte-tecnico,En Remoto,100% en remoto,15000.0,16000.0,15500.0,False
técnico auditoría informática (media jornada),pulsia technology,sanlúcar de barrameda - cádiz (presencial),,indefinido,"hardware, software",soporte-tecnico,Presencial,sanlúcar de barrameda - cádiz,,,,False
"técnico soporte provisión 3g, 4g, 5g",michael page,100% en remoto,24.000€ - 30.000€ b/a,indefinido,"3g, 4g, 5g",soporte-tecnico,En Remoto,100% en remoto,24000.0,30000.0,27000.0,False
técnico de soporte nivel 2 (inglés alto),serem,coslada - madrid (híbrido),,indefinido,"remedy, dynamics 365, jira",soporte-tecnico,Híbrido,coslada - madrid,,,,False
operador it (inglés alto),sopra steria,madrid - españa,,indefinido,"soporte, monitorización, sistemas",soporte-tecnico,No especificado,madrid,,,,False
técnico/a de sistemas - sap business one,axalpha consulting,barcelona (presencial),,indefinido,"linux, windows, windows server",soporte-tecnico,Presencial,barcelona,,,,False
digital campus - windows server administrator,airbus,albacete - españa,,indefinido,"windows server, powershell, virtualization",soporte-tecnico,No especificado,albacete,,,,False
técnico/a de mantenimiento y cpd nivel 2,arelance,santander - cantabria (presencial),,indefinido,linux,soporte-tecnico,Presencial,santander - cantabria,,,,False
ingeniero informàtico,fundació apip-acam,barcelona - españa,36.000€ - 42.000€ b/a,indefinido,"windows server, microsoft 365, lan",soporte-tecnico,No especificado,barcelona,36000.0,42000.0,39000.0,False
técnico/a onsite,grupo sermicro,barcelona - españa,,temporal,"ticketing, soporte, microinformatica",soporte-tecnico,No especificado,barcelona,,,,False
manager gravity (micro focus),panel sistemas informáticos,madrid (híbrido),,indefinido,"gravity, microfocus, partenon",soporte-tecnico,Híbrido,madrid,,,,False
técnico/a informático/a helpdesk con inglés,sosmatic,madrid (presencial),21.000€ - 24.000€ b/a,indefinido,"windows, helpdesk",soporte-tecnico,Presencial,madrid,21000.0,24000.0,22500.0,False
administrador de sistemas microsoft,michael page,madrid (presencial),,indefinido,"active directory, gpo, microsoft exchange",soporte-tecnico,Presencial,madrid,,,,False
customer experience & post service dire,hays,lleida (presencial),30.000€ - 45.000€ b/a,indefinido,"helpdesk, hardware",soporte-tecnico,Presencial,lleida,30000.0,45000.0,37500.0,False
técnico almacenamiento - empresa telco,michael page,madrid (híbrido),30.000€ - 39.000€ b/a,indefinido,"netapp, pure storage, san",soporte-tecnico,Híbrido,madrid,30000.0,39000.0,34500.0,False
administrador salesforce,hays,madrid (híbrido),,indefinido,"salesforce, flows, data loader",soporte-tecnico,Híbrido,madrid,,,,False
it consultant software support,michael page,madrid (híbrido),33.000€ - 42.000€ b/a,indefinido,"dynamics, crm",soporte-tecnico,Híbrido,madrid,33000.0,42000.0,37500.0,False
técnico/a soporte usuarios/as,grupo sermicro,la roca del vallès - barcelona españa,,a determinar,"windows, soporte, hardware",soporte-tecnico,No especificado,la roca del vallès - barcelona españa,,,,False
operador/a  - monitorización 24x7,baoss,madrid - españa,,indefinido,"linux, windows, bbdd",soporte-tecnico,No especificado,madrid,,,,False
técnico/a de redes (sector público),cmv consultores,madrid (híbrido),,indefinido,"palo alto, checkpoint",soporte-tecnico,Híbrido,madrid,,,,False
técnico de telecomunicaciones,hays,tarragona - españa,21.000€ - 27.000€ b/a,indefinido,"cableado, fibra, redes",soporte-tecnico,No especificado,tarragona,21000.0,27000.0,24000.0,False
técnico/a microinformática,grupo sermicro,cádiz (presencial),,a determinar,"windows, office",soporte-tecnico,Presencial,cádiz,,,,False
gestor documental / seguimiento operativo it,seidorcons,barcelona - españa,,indefinido,"microsoft 365, azure, microsoft o365",soporte-tecnico,No especificado,barcelona,,,,False
técnico de soporte - videoanalytics co,page personnel,barcelona - españa,,indefinido,"soporte, active directory",soporte-tecnico,No especificado,barcelona,,,,False
técnico/a it,hays,barcelona - españa,,indefinido,"oracle, sql, windows server",soporte-tecnico,No especificado,barcelona,,,,False
técnico/a de sistemas informáticos,hays,gipuzkoa - españa,,indefinido,"vmware, m365",soporte-tecnico,No especificado,gipuzkoa,,,,False
soporte / consultor bc,michael page,100% en remoto,,indefinido,business central,soporte-tecnico,En Remoto,100% en remoto,,,,False
coordinador técnico - migración it (junio),zaidan it consulting,riells i viabrea (girona) - barcelona (presencial),30.000€ - 33.000€ b/a,temporal,"microsoft, windows, outlook",soporte-tecnico,Presencial,riells i viabrea (girona) - barcelona,30000.0,33000.0,31500.0,False
técnico/a informático/a,sosmatic,quart de poblet - valencia (presencial),18.000€ - 21.000€ b/a,indefinido,"active directory, azure, vpn",soporte-tecnico,Presencial,quart de poblet - valencia,18000.0,21000.0,19500.0,False
técnico/a de soporte it (onsite),nextret,barcelona (presencial),33.000€ - 36.000€ b/a,indefinido,"microinformatica, windows, hardware",soporte-tecnico,Presencial,barcelona,33000.0,36000.0,34500.0,False
it support technician,ust,barcelona (presencial),,indefinido,"windows server, active directory",soporte-tecnico,Presencial,barcelona,,,,False
técnico de servicio de asistencia,michael page,bizkaia - españa,,indefinido,"electricidad, electronica",soporte-tecnico,No especificado,bizkaia,,,,False
técnico de soporte nivel 1,ctrl360,sant cugat del valles - barcelona (presencial),18.000€ - 21.000€ b/a,indefinido,"windows, office 365, adobe",soporte-tecnico,Presencial,sant cugat del valles - barcelona,18000.0,21000.0,19500.0,False
técnico/a de campo (microinformática),arelance,madrid (presencial),21.000€ - 27.000€ b/a,indefinido,"windows, linux, soporte",soporte-tecnico,Presencial,madrid,21000.0,27000.0,24000.0,False
técnico/a it programación soporte sistemas,"esica, seleccions de personal",castellbell i el vilar - barcelona (presencial),,indefinido,"visual basic, php, java",soporte-tecnico,Presencial,castellbell i el vilar - barcelona,,,,False
técnico/a microinformatica,grupo sermicro,madrid (presencial),,a determinar,microinformatica,soporte-tecnico,Presencial,madrid,,,,False
técnico de soporte,grupo moraval,madrid (presencial),,indefinido,"office 365, microsoft 365, exchange",soporte-tecnico,Presencial,madrid,,,,False
coordinador/a it,grupo sermicro,madrid (presencial),,a determinar,"ticketing, office 365, windows",soporte-tecnico,Presencial,madrid,,,,False
técnico sistemas it,michael page,barcelona - españa,30.000€ - 36.000€ b/a,indefinido,"microsoft 365, windows server",soporte-tecnico,No especificado,barcelona,30000.0,36000.0,33000.0,False
windows operations engineer (l2),michael page,barcelona - españa,,indefinido,"windows server, active directory, dns",soporte-tecnico,No especificado,barcelona,,,,False
infrastructure and backup engineer (l4),michael page,barcelona - españa,,indefinido,"azure, veeam, commvault",soporte-tecnico,No especificado,barcelona,,,,False
soporte it con francés,hays,barcelona (presencial),,indefinido,"sql, aws",soporte-tecnico,Presencial,barcelona,,,,False
windows operations engineer (l3),michael page,barcelona - españa,,indefinido,"windows server, active directory, dns",soporte-tecnico,No especificado,barcelona,,,,False
it proximity support technician temporary,bnp paribas,madrid - españa,,indefinido,"soporte, microinformatica",soporte-tecnico,No especificado,madrid,,,,False
técnico/a renove,grupo sermicro,molina de segura - murcia españa,,temporal,"ticketing, soporte, microinformatica",soporte-tecnico,No especificado,molina de segura - murcia españa,,,,False
técnico/a  microinformático onsite,grupo sermicro,barcelona - españa,,a determinar,"windows, soporte, hardware",soporte-tecnico,No especificado,barcelona,,,,False
supervisor/a o team leader / indispensable catalan,sosmatic,barcelona (híbrido),18.000€ - 24.000€ b/a,indefinido,"ticketing, excel, kpi",soporte-tecnico,Híbrido,barcelona,18000.0,24000.0,21000.0,False
it applications support engineer,michael page,barcelona (híbrido),,indefinido,"windows server, sql server, iis",soporte-tecnico,Híbrido,barcelona,,,,False
it support eng i (ons),amazon,madrid - españa,,indefinido,"windows, mac, linux",soporte-tecnico,No especificado,madrid,,,,False
técnico sat de soluciones,page personnel,barcelona (presencial),,indefinido,"electricidad, electronica, electromecanica",soporte-tecnico,Presencial,barcelona,,,,False
soporte helpdesk cau 24*7 discapacidad,quental,plaza castilla - madrid (presencial),16.000€ - 16.000€ b/a,indefinido,"windows, itil, remedy",soporte-tecnico,Presencial,plaza castilla - madrid,16000.0,16000.0,16000.0,False
técnico/a microinformático/a,serem,martorell - barcelona (presencial),16.000€ - 16.000€ b/a,indefinido,"windows, hardware, microinformatica",soporte-tecnico,Presencial,martorell - barcelona,16000.0,16000.0,16000.0,False
application operation specialist,julius baer,madrid - españa,,indefinido,"linux, windows, java",soporte-tecnico,No especificado,madrid,,,,False
técnico/a de soporte on‑site (n1/n2),michael page,barcelona (presencial),21.000€ - 27.000€ b/a,indefinido,"hardware, software, pc",soporte-tecnico,Presencial,barcelona,21000.0,27000.0,24000.0,False
3rd line support engineer / technical support,ust,100% en remoto,,indefinido,"vb.net, .net, sql",soporte-tecnico,En Remoto,100% en remoto,,,,False
técnico/a de sistemas y comunicaciones,hays,barcelona (presencial),,indefinido,"redes, switch, vlan",soporte-tecnico,Presencial,barcelona,,,,False
técnico/a micro,grupo sermicro,madrid (presencial),,indefinido,"ticketing, windows, o365",soporte-tecnico,Presencial,madrid,,,,False
administrador/a de sistemas,gmv,madrid (presencial),,indefinido,"windows, linux, dns",soporte-tecnico,Presencial,madrid,,,,False
help desk support con alemán e inglés,sosmatic,barcelona - españa,24.000€ - 27.000€ b/a,indefinido,"windows, macos, tcp/ip",soporte-tecnico,No especificado,barcelona,24000.0,27000.0,25500.0,False
técnico it jr - empresa final,michael page,madrid (presencial),24.000€ - 30.000€ b/a,indefinido,"microsoft 365, azure, intune",soporte-tecnico,Presencial,madrid,24000.0,30000.0,27000.0,False
especialista soporte it data center,michael page,huesca (presencial),30.000€ - 42.000€ b/a,temporal,"tcp/ip, rac, hardware",soporte-tecnico,Presencial,huesca,30000.0,42000.0,36000.0,False
practicas: preventa y soluciones tecnología,gmv,madrid - españa,,prácticas,soporte,soporte-tecnico,No especificado,madrid,,,,False
técnico/a  en microinformática,grupo sermicro,barcelona - españa,,a determinar,"windows, soporte, hardware",soporte-tecnico,No especificado,barcelona,,,,False
técnico soporte multicliente,lãberit,las palmas (híbrido),,temporal,"soporte, microinformatica, windows",soporte-tecnico,Híbrido,las palmas,,,,False
soporte it,hays,tarragona (híbrido),,indefinido,"sistemas, ciberseguridad, soporte",soporte-tecnico,Híbrido,tarragona,,,,False
técnico/a de soporte de aplicaciones,panel sistemas informáticos,villaverde - madrid (presencial),,indefinido,"apis, rest, soap",soporte-tecnico,Presencial,villaverde - madrid,,,,False
application support engineer (salesforce),michael page,barcelona - españa,,indefinido,"salesforce, apex, itil",soporte-tecnico,No especificado,barcelona,,,,False
técnico/a de soporte de aplicaciones,hays,gipuzkoa (híbrido),,indefinido,"javascript, php, sql",soporte-tecnico,Híbrido,gipuzkoa,,,,False
administrador/a de sistemas y redes,tax information technologies,figueres - girona (presencial),,indefinido,"firewall, redes",soporte-tecnico,Presencial,figueres - girona,,,,False
application support engineer,geseme,barcelona (presencial),,indefinido,"transact sql, t sql, .net core",soporte-tecnico,Presencial,barcelona,,,,False
técnico/a de datos business operations,bnp paribas,madrid (híbrido),,indefinido,"excel, power query",soporte-tecnico,Híbrido,madrid,,,,False
administrador de sistemas y bbdd,social you,100% en remoto,36.000€ - 45.000€ b/a,indefinido,"db2, linux, aix",administrador-sistemas,En Remoto,100% en remoto,36000.0,45000.0,40500.0,False
administrador/a sistemas linux,serem,madrid (híbrido),,indefinido,"linux, red hat, aix",administrador-sistemas,Híbrido,madrid,,,,False
ténico/a administrador plataformas virtuales,ayuntamiento de madrid,madrid - españa,27.000€ - 33.000€ b/a,indefinido,"linux, windows, redes",administrador-sistemas,No especificado,madrid,27000.0,33000.0,30000.0,False
administrador/a sistemas linux,deister consulting,madrid (híbrido),,indefinido,"linux, shell, vmware",administrador-sistemas,Híbrido,madrid,,,,False
administrador de sistemas it,invoin,alcobendas - madrid (híbrido),,indefinido,"cloud, aws, vmware",administrador-sistemas,Híbrido,alcobendas - madrid,,,,False
administrador middleware,serem,madrid - españa,,indefinido,"middleware, apache, tomcat",administrador-sistemas,No especificado,madrid,,,,False
administrador de mensajería ms 365 / seguridad,pss,100% en remoto,33.000€ - 39.000€ b/a,indefinido,"exchange, microsoft 365, exchange online",administrador-sistemas,En Remoto,100% en remoto,33000.0,39000.0,36000.0,False
administrador/a hpux,baoss,100% en remoto,,indefinido,"hpux, aix, unix",administrador-sistemas,En Remoto,100% en remoto,,,,False
administrador citrix / vmware horizon,pss,madrid (híbrido),30.000€ - 36.000€ b/a,indefinido,"citrix, vmware, horizon",administrador-sistemas,Híbrido,madrid,30000.0,36000.0,33000.0,False
administrador de sistemas,michael page,barcelona (híbrido),,indefinido,"office 365, active directory",administrador-sistemas,Híbrido,barcelona,,,,False
administrador/a de sistemas,nextret,barcelona (híbrido),36.000€ - 42.000€ b/a,indefinido,"microsoft, veeam, vmware",administrador-sistemas,Híbrido,barcelona,36000.0,42000.0,39000.0,False
administrador/a openshift - ocp,baoss,madrid - españa,,indefinido,"openshift, rhel, linux",administrador-sistemas,No especificado,madrid,,,,False
administrador/a de sistemas - iam,baoss,sevilla - españa,,indefinido,"okta, microsoft entra id, iam",administrador-sistemas,No especificado,sevilla,,,,False
administrador/a atlassian/sharepoint,gmv,madrid (híbrido),,indefinido,"atlassian, sharepoint, jira",administrador-sistemas,Híbrido,madrid,,,,False
administrador/a de sistemas middleware,arelance,barajas - madrid (híbrido),30.000€ - 39.000€ b/a,indefinido,"weblogic, jboss, middleware",administrador-sistemas,Híbrido,barajas - madrid,30000.0,39000.0,34500.0,False
administrador kubernetes openshift virtualización,baoss,madrid (híbrido),,indefinido,"openshift, kubernetes, vmware",administrador-sistemas,Híbrido,madrid,,,,False
administrador de sistemas,hays,barcelona (híbrido),24.000€ - 30.000€ b/a,indefinido,"windows server, exchange, active directory",administrador-sistemas,Híbrido,barcelona,24000.0,30000.0,27000.0,False
administrador/a azure 100% remoto,alcorce telecomunicaciones,100% en remoto,,indefinido,"azure, windows",administrador-sistemas,En Remoto,100% en remoto,,,,False
administrador/a de sistemas linux,grupo sia,madrid - españa,,indefinido,"linux, ldap, apache",administrador-sistemas,No especificado,madrid,,,,False
administrador/a de seguridad perimetral,grupo sia,100% en remoto,,indefinido,"checkpoint, firewall",administrador-sistemas,En Remoto,100% en remoto,,,,False
administrador sistemas linux,stratio,pozuelo de alarcón - madrid españa,33.000€ - 42.000€ b/a,indefinido,"linux, docker, ansible",administrador-sistemas,No especificado,pozuelo de alarcón - madrid españa,33000.0,42000.0,37500.0,False
core digital campus -salesforce administrator,airbus,albacete - españa,,indefinido,"salesforce, salesforce sales cloud",administrador-sistemas,No especificado,albacete,,,,False
arquitecto/a sap basis,arelance,madrid (híbrido),48.000€ - 60.000€ b/a,indefinido,"sap, sap basis",administrador-sistemas,Híbrido,madrid,48000.0,60000.0,54000.0,False
ingeniero/a senior l3 azure & microsoft 365 (m365),serem,madrid (presencial),,indefinido,"azure, m365, microsoft",administrador-sistemas,Presencial,madrid,,,,False
perfil técnico de redes it,michael page,barcelona - españa,,indefinido,"redes, osi, tcp",administrador-sistemas,No especificado,barcelona,,,,False
técnico/a de sistemas,baoss,sevilla (híbrido),,indefinido,"vmware, vcenter, linux",administrador-sistemas,Híbrido,sevilla,,,,False
desarrollador bmc helix,baoss,100% en remoto,,indefinido,"bmc, helix, remedy",administrador-sistemas,En Remoto,100% en remoto,,,,False
microsoft 365/azure administrator,michael page,barcelona (híbrido),,temporal,"microsoft 365, azure, powershell",administrador-sistemas,Híbrido,barcelona,,,,False
arquitecto técn./desarrollador ad azure,grupo sia,100% en remoto,,indefinido,"active directory, azure, adfs",administrador-sistemas,En Remoto,100% en remoto,,,,False
arquitecto en ldap con linux,grupo sia,100% en remoto,,indefinido,"ldap, linux, redhat",administrador-sistemas,En Remoto,100% en remoto,,,,False
técnico/a de sistemas de aplicaciones,grupo sia,madrid - españa,,indefinido,"jboss, websphere, tomcat",administrador-sistemas,No especificado,madrid,,,,False
admin de sistemas senior con ingles,adecco outsourcing,madrid - españa,,indefinido,"powershell, sccm, microsoft exchange",administrador-sistemas,No especificado,madrid,,,,False
"técnico/a sistemas was, tomcat + script",adecco outsourcing,madrid - españa,,indefinido,"tomcat, was",administrador-sistemas,No especificado,madrid,,,,False
responsable telecomunicaciones cpd,hays,zaragoza - españa,,indefinido,"cableado, fibra, racks",redes,No especificado,zaragoza,,,,False
administrador/a de redes,invoin,madrid (híbrido),,indefinido,"redes, cisco, ios",redes,Híbrido,madrid,,,,False
arquitecto/a de redes,serem,100% en remoto,,indefinido,"redes, cisco, wifi",redes,En Remoto,100% en remoto,,,,False
iot / knx engineer - smart home systems,zentrian,baleares (presencial),,indefinido,"knx, ets, modbus",redes,Presencial,baleares,,,,False
técnico/a cableado,grupo sermicro,zaragoza (presencial),,obra o servicio,"cableado, fibra, telecomunicaciones",redes,Presencial,zaragoza,,,,False
técnico de redes,invoin,alcobendas - madrid (híbrido),,indefinido,"redes, switches, routers",redes,Híbrido,alcobendas - madrid,,,,False
técnico/a de comunicaciones,baoss,madrid (híbrido),,indefinido,"cisco, fortinet, juniper",redes,Híbrido,madrid,,,,False
ingeniero de redes n2 (tech solutions),michael page,álava (presencial),,indefinido,"hp, aruba, juniper",redes,Presencial,álava,,,,False
administrador/a sistemas y redes,hays,lleida (híbrido),,indefinido,"windows server, linux, vmware",redes,Híbrido,lleida,,,,False
ingeniero de sistemas y redes,page personnel,madrid - españa,42.000€ - 54.000€ b/a,indefinido,"windows, active directory, azure",redes,No especificado,madrid,42000.0,54000.0,48000.0,False
hardware/network engineer,gmv,madrid (híbrido),,indefinido,"switch, redes, virtualización",redes,Híbrido,madrid,,,,False
coordinador/a de comunicaciones,hays,madrid - españa,,a determinar,"wan, wifi, itil",redes,No especificado,madrid,,,,False
ingeniero/a de red core,panel sistemas informáticos,100% en remoto,,indefinido,"ims, volte, gsma",redes,En Remoto,100% en remoto,,,,False
técnico de sistemas,michael page,almería - españa,,indefinido,"windows server, sql server, vpn",redes,No especificado,almería,,,,False
técnico/a de redes,arelance,madrid - españa,18.000€ - 21.000€ b/a,indefinido,"routing, switching, firewall",redes,No especificado,madrid,18000.0,21000.0,19500.0,False
técnico infraestructura e implementación,michael page,madrid - españa,,temporal,"ssh, ipsec, redes",redes,No especificado,madrid,,,,False
técnico/a instalador/a telecomunicaciones,grupo sermicro,barcelona - españa,,a determinar,"redes, cableado, router",redes,No especificado,barcelona,,,,False
project lead - empresa digitalización,page personnel,barcelona (híbrido),,indefinido,"hardware, software, firmware",redes,Híbrido,barcelona,,,,False
network technician (wifi/lan/switching),plexus,madrid (híbrido),,indefinido,"wifi, lan, huawei",redes,Híbrido,madrid,,,,False
network technician,plexus,madrid - españa,,indefinido,"lan, wan",redes,No especificado,madrid,,,,False
administrador/a redes y sistemas,hays,valencia - españa,,indefinido,"cisco, fortigate, cctv",redes,No especificado,valencia,,,,False
ingeniero/a de seguridad de redes,baoss,sevilla - españa,,indefinido,"firewalls, ids, ips",redes,No especificado,sevilla,,,,False
tecnico/a especialista en redes y comunicaciones,7 play,lleida - españa,,indefinido,voip,redes,No especificado,lleida,,,,False
ingeniero/a de ip sdn,ust,madrid (híbrido),,indefinido,"ip, sdn, openconfig",redes,Híbrido,madrid,,,,False
ingeniero/a de redes y seguridad,arelance,madrid (híbrido),39.000€ - 48.000€ b/a,indefinido,"cisco, fortinet, infraestructura",redes,Híbrido,madrid,39000.0,48000.0,43500.0,False
instalador de redes,michael page,zaragoza - españa,,indefinido,"redes, wifi",redes,No especificado,zaragoza,,,,False
ingeniero/a de redes,gmv,madrid - españa,,indefinido,"ccna, aruba, cisco",redes,No especificado,madrid,,,,False
ingeniero/a de soporte de nivel 2/3,gmv,madrid (híbrido),,indefinido,"tcp/ip, firewall, switches",redes,Híbrido,madrid,,,,False
técnico/a microinformática,grupo sermicro,madrid (híbrido),,indefinido,"soporte, microinformatica",redes,Híbrido,madrid,,,,False
técnico/a redes 24/7,the adecco group,madrid (presencial),21.000€ - 24.000€ b/a,indefinido,"cisco, fortinet, ccna",redes,Presencial,madrid,21000.0,24000.0,22500.0,False
técnico/a de redes y seguridad,alcorce telecomunicaciones,madrid - españa,,indefinido,"redes, seguridad",redes,No especificado,madrid,,,,False
técnico/a de networking lan (remoto),alcorce telecomunicaciones,100% en remoto,,indefinido,"networking, lan",redes,En Remoto,100% en remoto,,,,False
técnico/a redes sdn/sd-wan (90% remoto),alcorce telecomunicaciones,madrid - españa,,indefinido,"redes, lan, wan",redes,No especificado,madrid,,,,False
técnico/a de networking,alcorce telecomunicaciones,madrid - españa,,indefinido,"networking, juniper",redes,No especificado,madrid,,,,False
técnico/a de comunicaciones,grupo sermicro,madrid (presencial),,obra o servicio,"switch, router, telefonía móvil",redes,Presencial,madrid,,,,False
técnico redes y seguridad,apolo it group,las rozas - madrid - españa,30.000€ - 36.000€ b/a,indefinido,"cisco, juniper, fortinet",redes,No especificado,las rozas - madrid,30000.0,36000.0,33000.0,False
técnico/a de redes,grupo sermicro,madrid - españa,,indefinido,redes,redes,No especificado,madrid,,,,False
ingeniero/a de redes (data center/lan),alcorce telecomunicaciones,madrid - españa,,indefinido,"redes, firewall, seguridad",redes,No especificado,madrid,,,,False
padawan del switching y routing,the adecco group,vitoria - álava - españa,18.000€ - 18.000€ b/a,temporal,"switch, routiing, dns",redes,No especificado,vitoria - álava,18000.0,18000.0,18000.0,False
dba postgresql,pss,100% en remoto,30.000€ - 36.000€ b/a,indefinido,"postgresql, oracle, sql server",dba,En Remoto,100% en remoto,30000.0,36000.0,33000.0,False
dba (mysql/ postgresql / cloud),knowmad mood,100% en remoto,,indefinido,"mysql, postgresql",dba,En Remoto,100% en remoto,,,,False
dba db2 mainframe z/os,serem,100% en remoto,36.000€ - 39.000€ b/a,indefinido,"db2, z/os, sql",dba,En Remoto,100% en remoto,36000.0,39000.0,37500.0,False
dba oracle,pss,barcelona (híbrido),39.000€ - 42.000€ b/a,indefinido,"oracle, rac, dataguard",dba,Híbrido,barcelona,39000.0,42000.0,40500.0,False
senior oracle dba / exadata,deloitte,madrid (híbrido),,indefinido,"oracle, exadata, sql",dba,Híbrido,madrid,,,,False
oracle y sql server dba,apolo it group,madrid - españa,,indefinido,"oracle, sql server",dba,No especificado,madrid,,,,False
dba oracle - inglés alto,adecco outsourcing,madrid - españa,,indefinido,"oracle, rman, rac",dba,No especificado,madrid,,,,False
senior software engineer (golang),workato,barcelona - españa,,indefinido,"golang, postgres",dba,No especificado,barcelona,,,,False
técnicos de software configuradores,invoin,alcobendas - madrid (híbrido),,indefinido,"sql, python, php",base-datos,Híbrido,alcobendas - madrid,,,,False
técnico prl,enyse,alcobendas - madrid (presencial),,indefinido,"cae, office, nalanda",base-datos,Presencial,alcobendas - madrid,,,,False
analista pl1 - banca,serem,100% en remoto,,indefinido,"pl1, jira, testlink",base-datos,En Remoto,100% en remoto,,,,False
consultor/a sap s/4hana fico,serem,100% en remoto,,indefinido,"sap, fico, s4hana",base-datos,En Remoto,100% en remoto,,,,False
ingeniero/a de datos,serem,100% en remoto,,indefinido,"dbt, sql, azure",base-datos,En Remoto,100% en remoto,,,,False
digital strategy and customer marketing,page personnel,barcelona (híbrido),,indefinido,"salesforce, seo, marketing",base-datos,Híbrido,barcelona,,,,False
consultor funcional seguros,serem,barcelona - españa,,indefinido,bpmn,base-datos,No especificado,barcelona,,,,False
administrador bbdd senior,michael page,madrid (presencial),,indefinido,"oracle, sql server, mysql",base-datos,Presencial,madrid,,,,False
digital strategy and customer marketing,michael page,barcelona (híbrido),,indefinido,"salesforce, seo, marketing",base-datos,Híbrido,barcelona,,,,False
software senior engineer,hays,barcelona (híbrido),60.000€ - 80.000€ b/a,indefinido,"javascript, typescript, node",base-datos,Híbrido,barcelona,60000.0,80000.0,70000.0,False
perfil técnico de diseño experto en eplan,cenker robotics,portugalete - bizkaia - españa,,indefinido,"eplan, autocad",base-datos,No especificado,portugalete - bizkaia,,,,False
ingeniero de desarrollo - sector eólico,michael page,navarra - españa,,indefinido,ingenieria,base-datos,No especificado,navarra,,,,False
crm specialist - sector relojería lujo,page personnel,madrid (híbrido),36.000€ - 39.000€ b/a,indefinido,salesforce,base-datos,Híbrido,madrid,36000.0,39000.0,37500.0,False
php backend developer,hays,girona (híbrido),,indefinido,"php, api, vue",base-datos,Híbrido,girona,,,,False
"technical lead java, angular",serem,alicante (híbrido),,indefinido,"java, angular",base-datos,Híbrido,alicante,,,,False
consultor java,serem,madrid (híbrido),,indefinido,"java, rest, html",base-datos,Híbrido,madrid,,,,False
técnico/a de soporte,baoss,madrid - españa,,indefinido,"sql, pl/sql, shell script",base-datos,No especificado,madrid,,,,False
desarrollador/a de software (h/m),michael page,gipuzkoa (presencial),,indefinido,".net, react, sql server",base-datos,Presencial,gipuzkoa,,,,False
lead engineer/cto - startup,page personnel,barcelona - españa,72.000€ - 80.000€ b/a,indefinido,"ia, cto",base-datos,No especificado,barcelona,72000.0,80000.0,76000.0,False
analista funcional java,grupo digital,madrid (híbrido),,indefinido,"java, api, rest",base-datos,Híbrido,madrid,,,,False
digital business analyst,michael page,málaga - españa,,indefinido,"google analytics 4, adobe analytics, ga4",base-datos,No especificado,málaga,,,,False
people tech lead,michael page,madrid (presencial),60.000€ - 60.000€ b/a,indefinido,workday,base-datos,Presencial,madrid,60000.0,60000.0,60000.0,False
desarrollador java + wso2,sopra steria,madrid - españa,,indefinido,"java, wso2, mulesoft",base-datos,No especificado,madrid,,,,False
técnico/a n2 mantenimiento de cpd,serem,santander - cantabria (híbrido),,indefinido,"linux, cpd, cau",base-datos,Híbrido,santander - cantabria,,,,False
desarrollador/a java con microservicios,serem,100% en remoto,,indefinido,"java, spring, microservicios",base-datos,En Remoto,100% en remoto,,,,False
ia engineer,page personnel,madrid - españa,,temporal,"python, openai, sdk",base-datos,No especificado,madrid,,,,False
programador senior .net core,michael page,madrid (híbrido),,indefinido,.net core,base-datos,Híbrido,madrid,,,,False
qa automation (c1)- selenium-java,serem,100% en remoto,36.000€ - 42.000€ b/a,indefinido,"selenium, java, foreign exchange",base-datos,En Remoto,100% en remoto,36000.0,42000.0,39000.0,False
ingeniero de procesos,page personnel,barcelona - españa,,indefinido,"ingeneria, industrial",base-datos,No especificado,barcelona,,,,False
