titulo,empresa,ubicacion,salario,tipo_contrato,skills,busqueda
Arquitecto/a Backend Java,knowmad mood,Madrid (Híbrido),,Indefinido,"java, spring, Kafka",arquitecto-tic
Senior Data & AI Architect / Technical Lead,Deloitte,Barcelona - España,,Indefinido,"GenAI, LLM, OpenAI",arquitecto-tic
Arquitecto/a de Datos,GMV,Madrid (Híbrido),,Indefinido,"IBM Watsonx, Azure, Hadoop",arquitecto-tic
Solution Architect senior,Grupo Digital,Barcelona (Híbrido),,Indefinido,Solution Architect,arquitecto-tic
Arch de Plataforma de Cómputo y Contenedores,Cajamar Tecnología,Almería - España,,Indefinido,"CKA, CKAD, CKS",arquitecto-tic
SAP Manufacturing & Operations Expert,Michael Page,Barcelona (Híbrido),,Indefinido,"SAP, HANA, Salesforce",arquitecto-tic
Architect I - Software Testing,UST,Madrid - España,,Indefinido,"QA, api, testing",arquitecto-tic
Arquitecto Cloud AWS,Grupo Digital,Madrid (Híbrido),,Indefinido,"aws, terraform, cloudformation",arquitecto-tic
Arquitecto/a Java - Sector Seguros,knowmad mood,100% En remoto,,Indefinido,"java, Jakarta",arquitecto-tic
Telecom Engineer,Baoss,Madrid (Híbrido),,Indefinido,"AdTech, TV, OTT",arquitecto-tic
Lider Técnico/a .NET,GMV,Madrid (Híbrido),,Indefinido,"C#, TypeScript, .NET Core",arquitecto-tic
Arquitecto .Net,Michael Page,100% En remoto,60.000€ - 76.000€ b/a,Indefinido,".NET, C#, Azure",arquitecto-tic
Full stack .NET/Angular,Sopra Steria,Madrid - España,,Indefinido,".NET, Angular, APIs",arquitecto-tic
Enterprise Artificial Intelligence Architect,EPAM,Barcelona - España,,Indefinido,"AI, ML, AWS",arquitecto-tic
Arquitecto de Software/Datos,Michael Page,Madrid (Híbrido),54.000€ - 72.000€ b/a,Indefinido,"java, Kafka, RabbitMQ",arquitecto-tic
Data Architect,EY,Madrid - España,,Indefinido,"Azure Data, Onelake, MS Fabric",arquitecto-tic
Senior DevOps & Kubernetes,PANEL Sistemas Informáticos,100% En remoto,,Indefinido,"AWS, Azure, Kubernetes",arquitecto-tic
Ingeniero/a de I+D,GMV,Madrid (Híbrido),,Indefinido,"IoMT, Python, C++",arquitecto-tic
Blockchain Architect & Protocol Lead,AVA One Million films,Canarias - Sta. Cruz De Tenerife España,30.000€ - 45.000€ b/a,Indefinido,"Solidity, Rust, EVM",arquitecto-tic
iOS Architect,Plexus,100% En remoto,,Indefinido,"Swift, iOS, Xcode",arquitecto-tic
AWS Architect,Plexus,Madrid - España,,Indefinido,"AWS, ECS",arquitecto-tic
Azure Cloud Architect,Plexus,Madrid (Híbrido),,Indefinido,"azure, Linux, Windows",arquitecto-tic
Azure Architect,Plexus,Madrid - España,,Indefinido,"azure, EntraID, OAuth",arquitecto-tic
Cloud Architect for GCP,Plexus,Madrid - España,,Indefinido,"GCP, BigQuery",arquitecto-tic
Arquitecto/a Microseervicios Springboot,Tuyú Technology,Madrid (Híbrido),48.000€ - 48.000€ b/a,Indefinido,"java, springboot",arquitecto-tic
Arquitecto/a de Software,Grupo Digital,Barcelona (Híbrido),,Indefinido,"architecture, governance, software",arquitecto-tic
Cloud Architect (Azure),Page Personnel,Barcelona (Híbrido),,Indefinido,"Azure, RabbitMQ, Kafka",arquitecto-tic
Microsoft Dynamics 365 Solutions Architect,Michael Page,Madrid (Híbrido),,Indefinido,"Dynamics 365, Power Platform, Power Apps",arquitecto-tic
Cloud Solution Architect (m/f/d),BASF,Madrid - España,,Indefinido,"angular, .net, C#",arquitecto-tic
Arquitecto/a de Software,GMV,Madrid (Híbrido),,Indefinido,"Java, Spring, .Net",arquitecto-tic
IBM Mainframe Modernization Solution Architect,Accenture,Madrid - España,,Indefinido,"IBM, Mainframe",arquitecto-tic
Desarollador full-stack (prácticas),Everlasting Art,Sevilla - España,,Prácticas,"PHP, LARAVEL, REACT",desarrollador-web
Backend Developer NodeJS,CMV Consultores,Madrid (Híbrido),,Indefinido,"node, TypeScript, Docker",desarrollador-web
Desarrollador RPG AS/400,PSS,100% En remoto,30.000€ - 36.000€ b/a,Indefinido,"RPG, AS/400, SQL Server",desarrollador-web
Desarrollador/a Angular (Legacy),Arelance,100% En remoto,30.000€ - 36.000€ b/a,Indefinido,"AngularJS, Angular",desarrollador-web
Desarrollador/a Node JS,Serem,100% En remoto,,Indefinido,"node, typescript, angular",desarrollador-web
Desarrollador/a Angular Senior,Arelance,Madrid (Híbrido),33.000€ - 39.000€ b/a,Indefinido,"Angular, Jira, Confluence",desarrollador-web
Desarrollador C++,Social You,Barcelona (Híbrido),39.000€ - 48.000€ b/a,Indefinido,"c++, MQ, rest api",desarrollador-web
Frontend Software Engineer (Angular),HAYS,Madrid (Híbrido),,Temporal,"Angular, TypeScript, NPM",desarrollador-web
Consultor/a React,Invoin,Alcobendas - Madrid (Híbrido),,Indefinido,"React, javascript, HTML",desarrollador-web
Fullstack React / Node /MongoDB,Second Window,100% En remoto,,Indefinido,"React, Nodejs, MERN",desarrollador-web
Desarrollador/a Frontend (Angular),Baoss,Oviedo - Asturias (Híbrido),,Indefinido,"HTML5, CSS3 JavaScript, TypeScript",desarrollador-web
Desarrollador/a Front (CELLS),Sopra Steria,Madrid (Híbrido),,Indefinido,"CELLS, lit, HTML",desarrollador-web
Programador FULLSTACK,PANADERO,Albacete (Presencial),24.000€ - 30.000€ b/a,Indefinido,"WORDPRESS, PHP, CSS",desarrollador-web
Desarrollador/a Spring+Angular,Baoss,Madrid (Híbrido),,Indefinido,"Java, Spring boot, Oracle",desarrollador-web
Senior Frontend Developer React,Page Personnel,Barcelona (Híbrido),,Indefinido,"Javascript, React, .Net Core",desarrollador-web
Desarrollador/a (Java / Spring),Arelance,Sant Cugat del Vallès - Barcelona (Híbrido),39.000€ - 45.000€ b/a,Indefinido,"Java, Spring, APIs REST",desarrollador-web
Full-Stack Developer,Baoss,Madrid (Híbrido),,Indefinido,"Java, Spring Boot, Angular",desarrollador-web
Desarrollador Web WordPress con conocimientos SEO,INMOFINAN,Getafe - Madrid - España,,Freelance/Autónomo,"Wordpress, HTML, CSS",desarrollador-web
Desarrollador/a Wordpress,Serem,Madrid (Híbrido),,Indefinido,"wordpress, php, html",desarrollador-web
Desarrollador/a Javascript y LitElement,Tuyú Technology,Madrid (Híbrido),27.000€ - 30.000€ b/a,Indefinido,"LitElement, Cells, Javascript",desarrollador-web
Desarrollador/a Full Stack Java,CIB labs,100% En remoto,,Indefinido,"java, Bootstrap, HTML5",desarrollador-web
Senior Full Stack MERN,,Valencia (Híbrido),,Indefinido,"React, Ness, Node",desarrollador-web
Desarrollador/a TIBCO,Baoss,Madrid (Híbrido),,Indefinido,"TIBCO, Java, C#",desarrollador-web
Frontend Senior developer Shopify,Michael Page,Barcelona - España,,A determinar,"Shopify, HTML, CSS",desarrollador-web
Consultor/a Java + Angular,Baoss,Madrid (Híbrido),,Indefinido,"java, angular, jquery",desarrollador-web
.NET Developer,Baoss,100% En remoto,,Indefinido,".NET, .NET Core, C#",desarrollador-web
Senior Frontend developer Vue.js,Michael Page,100% En remoto,39.000€ - 54.000€ b/a,Indefinido,"Vue, Tailwind, CSS",desarrollador-web
Frontend Developer - LitElements - Web components,knowmad mood,100% En remoto,,Indefinido,"LitElements, HTML, CSS",desarrollador-web
Desarrollador/a Front-End (React / Next.js),Baoss,Madrid (Híbrido),,Indefinido,"JavaScript, ES6, React",desarrollador-web
Desarrollador/a Sisnet,Tuyú Technology,Madrid (Híbrido),39.000€ - 42.000€ b/a,Indefinido,Sisnet,desarrollador-web
Desarrollador/a Backend Java,Tuyú Technology,Barcelona (Híbrido),27.000€ - 33.000€ b/a,Indefinido,"java, springboot, quarkus",desarrollador-web
Senior Full Stack Developer (Java/React),UST,Madrid (Híbrido),,Indefinido,"Java, Spring Boot, React",desarrollador-web
Desarrollador/a de Aplicaciones,Baoss,Santander - Cantabria (Presencial),15.000€ - 30.000€ b/a,Indefinido,.NET,desarrollador-web
PHP/Wordpress Developer,FeverUp,100% En remoto,33.000€ - 54.000€ b/a,Indefinido,"WordPress, PHP, MySQL",desarrollador-web
Senior Mobile App Developer,HAYS,Valencia (Híbrido),42.000€ - 45.000€ b/a,Indefinido,"React Native, Express",desarrollador-web
.NET Developer,HAYS,Valencia (Presencial),33.000€ - 36.000€ b/a,Indefinido,.net,desarrollador-web
Programador PHP,HAYS,Valencia (Híbrido),,Indefinido,"PHP, Symfony, HTML",desarrollador-web
"Fullstack Engineer - C#, Python, Angular",Kureos,Madrid (Híbrido),42.000€ - 54.000€ b/a,Indefinido,"C#, Python, Javascript",desarrollador-web
Fullstack Engineer,Kureos,Madrid (Híbrido),45.000€ - 74.000€ b/a,Indefinido,"C#, React, RabbitMQ",desarrollador-web
FrontEnd Developer - Angular,HAYS,Valencia (Híbrido),,Indefinido,"Angular, HTML, CSS",desarrollador-web
Senior Java developer,Apolo IT Group,Las Rozas - Madrid - España,,Indefinido,"java, aws, spring",desarrollador-web
Técnico Senior .NET,Apolo IT Group,Madrid - España,,Indefinido,"net, asp, mvc",desarrollador-web
Tech Lead .NET,HAYS,Valencia (Híbrido),,Indefinido,"C#, .Net Core, Entity",desarrollador-web
PHP (LARAVEL) Developer,HAYS,Valencia (Híbrido),33.000€ - 33.000€ b/a,Indefinido,"php, laravel, docker",desarrollador-web
FullStack Developer - Javascript,HAYS,Valencia (Híbrido),,Indefinido,"JavaScript, TypeScript, Node",desarrollador-web
.NET or C# Developer zona Alzira,HAYS,Alcira - Valencia (Híbrido),42.000€ - 48.000€ b/a,Indefinido,".net, c#",desarrollador-web
Cloud Developer,HAYS,Valencia (Híbrido),45.000€ - 60.000€ b/a,Indefinido,"AWS, Azure, Python",desarrollador-web
Desarrollador Front End,Indra Sistemas,Madrid - España,,Indefinido,"javascript, angular, vue",desarrollador-web
Desarrollador Java,Indra Sistemas,Madrid - España,,Indefinido,"java, xml, voip",desarrollador-web
Programador .Net,Indra Sistemas,Madrid - España,,Indefinido,".Net, SQL, Microsoft Dynamics",desarrollador-web
Programador/a PHP (Laravel / Symfony),The Adecco Group,100% En remoto,21.000€ - 33.000€ b/a,Indefinido,"PHP, Laravel, Symfony",desarrollador-web
Desarrollador Java,Talent Search People,100% En remoto,,Indefinido,"java, springboot",desarrollador-web
Senior Angular Developer,Talent Search People,Madrid - España,,Indefinido,"Angular, AngularJS, JavaScript",desarrollador-web
Ingeniero/a pruebas automatizadas,The Adecco Group,Madrid - España,30.000€ - 39.000€ b/a,Indefinido,"Python, Linux",desarrollador-web
Fullstack con Frances,Sopra Steria,100% En remoto,,Indefinido,"Java, NodeJs, Angular",desarrollador-web
Senior frontend Developer,The Adecco Group,Granada - España,21.000€ - 33.000€ b/a,Indefinido,"JavaScript, Vue.js, Nuxt.js",desarrollador-web
Desarrollador Java,Apolo IT Group,Oviedo - Asturias - España,,Indefinido,"java, HTML, HTML5",desarrollador-web
Big Data Developer,Apolo IT Group,Madrid - España,,Indefinido,"java, unix, oracle",desarrollador-web
Senior Full-Stack developer,The Adecco Group,Santa Cruz De Tenerife - Sta. Cruz De Tenerife España,,Indefinido,"net, c#, asp net",desarrollador-web
Desarrolladores Java,Stratio,Madrid - España,,Indefinido,"java, spring boot, Spring Cloud",desarrollador-web
Spark Engineer,Stratio,Pozuelo - Madrid - España,,Indefinido,"Spark, Hadoop, Cassandra",desarrollador-web
Arquitecto Big Data,Stratio,Pozuelo - Madrid - España,,Indefinido,"Scala, Spark, Hadoop",desarrollador-web
Fullstack Django + React,Advisorsy Robotizacion SL,Valencia - España,,Indefinido,"Python, Django, REST",full-stack
Desarrollador Full Stack,Blister Aplications,Caldes de Montbui - Barcelona (Híbrido),,Indefinido,"React, Python, Java",full-stack
Fullstack Developer Java/Angular (Catalan alto),Grupo Digital,Barcelona (Híbrido),,Indefinido,"java, angular",full-stack
LLM Full Stack Engineer,Accenture,Madrid - España,,Indefinido,"LLM, MLOps, node",full-stack
Fullstack Developer (H/M),Michael Page,Zaragoza (Híbrido),,Indefinido,"ASP.NET, VB, C#",full-stack
FullStack senior developer (Java/React),Sopra Steria,Madrid - España,,Indefinido,"Java, React, spring",full-stack
Java Fullstack Developer,BNP Paribas,Madrid (Híbrido),,Indefinido,"java, spring",full-stack
Beca Fullstack Developers,BNP Paribas,Madrid (Híbrido),,Prácticas,"angular, node, JavaScript",full-stack
Desarrollador/a Fullstack con Francés,Sopra Steria,Valencia - España,,Indefinido,"java, spring, angular",full-stack
Desarrollador/a Full-Stack,Aubay,Barcelona (Híbrido),,Indefinido,"Angular, Spring, Hibernate",full-stack
Programador/a Fullstack,HAYS,Álava - España,,Indefinido,"Python, React, TypeScript",full-stack
Junior Full Stack Innovation Engineer,Factorial,Barcelona - España,,Indefinido,"Next.js, JavaScript, TypeScript",full-stack
Full Stack Developer (Python),Kratos Growth,100% En remoto,,A determinar,"Python, FastAPI, React",full-stack
Fullstack .Net Senior Developer,Page Personnel,Barcelona - España,,Indefinido,".net, C#",full-stack
Senior Fullstack .NET,HAYS,Barcelona - España,,Indefinido,.NET,full-stack
Fullstack Developer (JavaScript/Python),HAYS,Lleida - España,,Indefinido,"JavaScript, TypeScript, HTML",full-stack
Full Stack (Node.js React),HAYS,Madrid - España,,A determinar,"React, TypeScript, Node",full-stack
Full Stack Engineer (Java/React),UST,Madrid (Híbrido),,Indefinido,"java, springboot, sql",full-stack
Fullstack Developer PHP (h/m),Michael Page,Pontevedra - España,,Indefinido,"PHP, SQL, CakePHP",full-stack
Desarrollador/a Full Stack .NET,GMV,Madrid (Híbrido),,Indefinido,".NET, C#, WPF",full-stack
Full Stack Developer,EY,Málaga (Híbrido),,Indefinido,"Java, Spring, angular",full-stack
Senior Full stack,HAYS,Madrid (Híbrido),39.000€ - 45.000€ b/a,A determinar,"Node, React, TypeScript",full-stack
Senior Fullstack PHP,Michael Page,Madrid (Híbrido),30.000€ - 60.000€ b/a,Indefinido,"PHP, Symfony, HTML",full-stack
Java Fullstack Developer,HAYS,Barcelona (Híbrido),,Indefinido,"Java, Angular",full-stack
Angular Full Stack Developer,knowmad mood,100% En remoto,,Indefinido,"Java, Angular, Udemy Business",full-stack
Full Stack Developer (.Net/React),UST,Madrid (Híbrido),,Indefinido,".net, react, azure",full-stack
Fullstack .Net Core / Angular,knowmad mood,Baleares (Híbrido),,Indefinido,".NET, Angular",full-stack
Fullstack Developer .Net / Vuejs,knowmad mood,100% En remoto,,Indefinido,".net, vue, ASP.NET",full-stack
Fullstack Developer React/Node/GraphQL,HAYS,Barcelona (Presencial),,Indefinido,"TypeScript, Node.js, React",full-stack
Fullstack Developer (JavaScript/PHP),HAYS,Barcelona - España,,Indefinido,"PHP, JavaScript, react",full-stack
Programador Senior FullStack PHP,Akkodis,100% En remoto,,Indefinido,"PHP, Yii, MySQL",full-stack
Java FullStack Engineer,Akkodis,Madrid (Híbrido),,Indefinido,"java, spring",full-stack
Full Stack Developer (Node+Angular),Plexus,Madrid - España,,Indefinido,"angular, node",full-stack
Fullstack Python Developer,Plexus,Madrid - España,,Indefinido,Python,full-stack
Senior full stack Angular+Node,Plexus,Madrid - España,,Indefinido,"Angular, node",full-stack
Full Stack Java/React Programmer,Plexus,Madrid - España,,Indefinido,"java, react, spring",full-stack
Fullstack React + Java SpringBoot,Plexus,Madrid - España,,Indefinido,"react, java",full-stack
Full Stack Developer,Plexus,Madrid - España,,Indefinido,"React, Node, HTML",full-stack
Perfil FullStack (Javascript y NodeJS),Arelance,Barcelona (Híbrido),27.000€ - 30.000€ b/a,Indefinido,"Javascript, Typescrit, Vue3 NodeJS",full-stack
NODE.JS/ANGULAR Senior Fullstack,Grupo Sermicro,100% En remoto,,Indefinido,"Node.js, Angular, MongoDB",full-stack
Fullstack Developer,HAYS,Barcelona - España,,Indefinido,"Java, Spring Boot, APIs REST",full-stack
Fullstack developer (Java + Angular),Michael Page,Zaragoza - España,,Indefinido,"Java, Angular",full-stack
Full Stack Developer STIBO Step (m/f/d),BASF,Madrid - España,,Indefinido,"Stibo STEP, JavaScript, Azure DevOps",full-stack
Senior Fullstack Developer,HAYS,Barcelona - España,,Indefinido,"Java, C#, Python",full-stack
Senior Full Stack Engineer,PANEL Sistemas Informáticos,100% En remoto,,Indefinido,"Java, Spring, JPA",full-stack
Senior Fullstack Engineer,WayOps,Madrid - España,,Indefinido,"Python, FastAPI, Django",full-stack
Senior Full Stack Engineer,EPAM,Madrid - España,,Indefinido,"Java, JavaScript, React",full-stack
Full Stack Angular/NodeJS,Grupo Sermicro,100% En remoto,,Indefinido,"Angular, NodeJS, MongoDB",full-stack
Fullstack Developer,Grupo Sermicro,100% En remoto,36.000€ - 48.000€ b/a,Indefinido,"Nodejs, Typescript, AWS",full-stack
Senior Shopware Fullstack Entwickler,Allers Technology,Baleares - España,,Indefinido,"Shopware, php, Symfony",full-stack
Fullstack .NET / ANGULAR,Adecco Outsourcing,Barcelona - España,,Indefinido,"net, angular",full-stack
Arquitecto Fullstack,Stratio,Madrid - España,30.000€ - 36.000€ b/a,Indefinido,"jee, java, oracle",full-stack
DevOps Engineer Junior (1-2 años de experiencia),CAS TRAINING,100% En remoto,24.000€ - 30.000€ b/a,Indefinido,"devops, ci cd, github actions",devops
DevOps,Arelance,Barcelona (Híbrido),,Indefinido,"docker, kubernetes, helm",devops
AWS Devops,Plexus,Madrid - España,,Indefinido,"AWS, GitHub Actions, ArgoCD",devops
DevOps Platform Engineer,Accenture,Sevilla - España,,Indefinido,"java, JavaScript, Jenkins",devops
DevOps Engineer (Mid-Level),Deloitte,Madrid (Híbrido),,Indefinido,"AWS, Azure, GCP",devops
DevOps Configurator - Supply & CMO Planning,Sanofi,Barcelona (Híbrido),36.000€ - 54.000€ b/a,Indefinido,"DevOps, Supply Chain",devops
DevOps Engineer - Release & Deployment,UST,100% En remoto,,Indefinido,"devops, agile, Docker",devops
Senior DevOps Engineer,UST,100% En remoto,,Indefinido,"azure devops, sonarqube, kubernetes",devops
Ingeniero DevOps SailPoint - SDS,Santander,Madrid - España,,Indefinido,"GitHub Actions, CI/CD, SailPoint",devops
Técnico/a de Desarrollo de Aplicaciones Web,ACERTA CERTIFICACIÓN S.L.,Aravaca - Madrid - España,27.000€ - 33.000€ b/a,Indefinido,"API REST, SQL, Laravel",devops
Contact Center Callflows / IVR Backend Engineer,PANEL Sistemas Informáticos,100% En remoto,,Indefinido,"IVR, Twilio, DialogFlow CX",devops
Ingeniero/a DevOps,Arelance,Madrid - España,27.000€ - 36.000€ b/a,Indefinido,"Openshift, RedHat",devops
Cloud Engineer,Aubay,Barcelona (Híbrido),,Indefinido,"AWS, Azure, OpenShift",devops
DEVSECOPS,Michael Page,Madrid - España,,Indefinido,"Kubernetes, OpenShift, AWS",devops
DevOps y Desarrollador Backend,GMV,Madrid (Híbrido),,Indefinido,"Java, Spring Boot, Git",devops
Ingeniero/s DevOps,sg tech,Madrid (Híbrido),,Indefinido,"Docker, kubernetes, Bash",devops
AWS Cloud Security Engineer,Grupo NS,100% En remoto,36.000€ - 48.000€ b/a,Indefinido,"python, AWS, CI/CD",devops
DevOps Dev Spaces/OpenShift,Grupo NS,Madrid (Presencial),30.000€ - 42.000€ b/a,Indefinido,"devops, OpenShift, dev spaces",devops
Consultor/a Devops,Nextret,Barcelona (Híbrido),45.000€ - 54.000€ b/a,Indefinido,"OpenShift, Spring Boot, Java",devops
Developer Cloud AWS & Kubernetes,Grupo NS,Barcelona (Híbrido),33.000€ - 45.000€ b/a,Indefinido,"angular, AWS, docker",devops
Ingeniero/a DevOps OpenShift,Grupo Digital,Madrid (Presencial),,Indefinido,"devops, openshift",devops
DevOps Security Engineer,PANEL Sistemas Informáticos,100% En remoto,,Indefinido,"Terraform, Azure, Kubernetes",devops
Consultor Seguridad,Grupo Digital,100% En remoto,,Indefinido,"ciberseguridad, Kubernetes, OpenShift",devops
DevOps Senior - Ciberdefensa,CMV Consultores,Madrid (Híbrido),,Indefinido,"Kubernetes, Ciberseguridad, SQL",devops
Ingeniero DevOps (CI/CD e IAC),PSS,Barcelona (Híbrido),42.000€ - 45.000€ b/a,Indefinido,"DevOps, CI/CD, Docker",devops
Cloud Observability Engineer,Deloitte,Madrid - España,,Indefinido,"AWS, Azure, GCP",devops
AWS Cloud Engineer con inglés,Aubay,Barcelona (Híbrido),,Indefinido,"AWS, Terraform, GitLab",devops
DevOps Engineer (Tech Solutions),Michael Page,Madrid (Híbrido),,Indefinido,"Kubernetes, OpenShift, CI/CD",devops
Site Reliability Engineering,UST,100% En remoto,,Indefinido,"devops, aws, jenkins",devops
Software engineer/ DevOps/ MLOps,UST,Madrid - España,,Indefinido,"LLM, MLOps, GenAI",devops
Senior Java/Kotlin Backend Engineer,HAYS,Barcelona (Híbrido),,Indefinido,"Kotlin, Java, Terraform",devops
Cloud and Devops Developer (m/f),Airbus,Madrid - España,,Indefinido,"CI/CD, docker, Kubernetes",devops
AI Platform Engineer,Airbus,Madrid - España,,Indefinido,"Kubernetes, Python, Linux",devops
Senior Infrastructure Engineer,Workato,Barcelona - España,,Indefinido,"Go, Python, Java",devops
CORE DIGITAL CAMPUS Full-Stack Developer,Airbus,Albacete - España,,A determinar,"Angular, Node, Bootstrap",devops
Kafka Developer,BNP Paribas,Madrid (Híbrido),,Indefinido,"Kafka, CI/CD",devops
Cloud Engineer,GFR Technologies SE,Barcelona - España,,Indefinido,"IaC, Terraform, Ansible",devops
DevOps Engineer,cdmon,Malgrat de Mar - Barcelona (Híbrido),27.000€ - 42.000€ b/a,Indefinido,"linux, python, go",devops
Devops Azure,Aubay,Barcelona - España,,Indefinido,"azure, CI/CD, IaC",devops
Lead Cloud Engineer (cliente final),Michael Page,Barcelona (Híbrido),48.000€ - 60.000€ b/a,Indefinido,"azure, Kubernetes, AKS",devops
Desarrollador/a Backend Java con Azure,Sopra Steria,Madrid - España,,Indefinido,"java, azure, MONGODB",devops
DevSecOps Freelance or Interim - Remote,Michael Page,100% En remoto,,A determinar,"Wiz, Crossplane, Terraform",devops
Cloud Security Architect,Accenture,Madrid - España,,Indefinido,"AWS, Azure, GCP",devops
Ingeniero/a DevOps,GMV,Madrid (Híbrido),,Indefinido,"CI/CD, Docker, Python",devops
Experto Kafka + DevOps,Sopra Steria,Madrid - España,,Indefinido,"Kafka, Apigee, REST",devops
Cloud Engineer - Space & Critical System,GMV,Madrid (Híbrido),,Indefinido,"Cloud, Kubernetes, Service Mesh",devops
CyberSecurity Cloud Architect,Santander,Madrid - España,,Indefinido,"Ciberseguridad, AWS, azure",devops
System Consultant,XCI,Madrid - España,,Indefinido,"Linux, Docker, Kubernetes",devops
Técnico/a de I+D+i,Michael Page,Barcelona (Híbrido),,Indefinido,"C, C++, python",devops
Cloud Security Automation engineer,Santander,Madrid - España,,Indefinido,"Python, AWS, CloudFormation",devops
DevSecOps Engineer (f/m/d),Axpo Group,Madrid (Híbrido),,Indefinido,"CI/CD, azure",devops
DevOps Engineer - Senior,EY,Málaga (Híbrido),,Indefinido,"Azure, Github, Google Cloud",devops
Devops - Azure,Page Personnel,Madrid - España,54.000€ - 72.000€ b/a,Indefinido,"azure, CI/CD, linux",devops
"DevOps Senior Azure Infraestructura Cloud, CI/CD",Digital Talent Agency,Barcelona (Híbrido),,Indefinido,"Azure, IaC, CI/CD",devops
Senior Azure Devops - Inglés Alto,Sopra Steria,Madrid - España,,Indefinido,"azure, IaC, PowerShell",devops
System Administrador Senior,HAYS,Girona (Híbrido),,Indefinido,"PostgreSQL, Redis, NGINX",devops
System Administrator,HAYS,Girona (Híbrido),,Indefinido,"PostgreSQL, Redis, NGINX",devops
Devops Engineer,HAYS,Barcelona (Híbrido),,Indefinido,"Linux, IaC, CI/CD",devops
Cloud Engineer (L3),Michael Page,Barcelona - España,,Indefinido,"Azure, VMware, Terraform",devops
Devops,Page Personnel,Madrid (Presencial),45.000€ - 54.000€ b/a,Indefinido,"CI/CD, Linux, Unix",devops
Specialist II - Cloud Infrastructure Services,UST,Madrid - España,,Indefinido,"azure devops, gitops, jenkins",devops
Specialist / Developer en Genesys Cloud CX,PANEL Sistemas Informáticos,100% En remoto,,Indefinido,"Genesys Cloud, Dynatrace, OneAgent",devops
Senior DevOps Engineer,Baoss,Madrid - España,,Indefinido,"DevOps, GitHub Actions, Terraform",devops
DevOps and QA Automation Engineer,Nestle,Madrid - España,,Indefinido,"Git, GitHub, Playwright",devops
Consultant - Kirby / Hammurabi / Control-M,GlobalSysInfo,100% En remoto,30.000€ - 54.000€ b/a,Indefinido,"Kirby, Hammurabi, ControlM",devops
Senior Java Developer (AWS),UST,100% En remoto,,Indefinido,"java, api, springboot",devops
Ingeniero/a DevSecOps,GMV,Madrid (Híbrido),,Indefinido,"Docker, Kubernetes, Pulumi",devops
Ingeniero/a de Seguridad de Redes (Firewalls),Grupo Sermicro,Madrid - España,,Indefinido,"CISCO, CHECK POINT, VPN",ciberseguridad
Analista de Ciberseguridad,Serem,Madrid (Híbrido),,Indefinido,"Ciberseguridad, ISO 27001",ciberseguridad
Senior Vulnerability Engineer,Michael Page,Barcelona (Híbrido),,Temporal,"Python, Go, AWS",ciberseguridad
Técnico/a informático/a JR ciberseguridad (30h),Sosmatic,Montcada i Reixach - Barcelona (Presencial),18.000€ - 21.000€ b/a,Indefinido,"active directory, azure, VPN",ciberseguridad
Consultor/a Junior de Ciberseguridad ENS,Arelance,Madrid (Híbrido),27.000€ - 30.000€ b/a,Indefinido,"PILAR, INES, AMPARO",ciberseguridad
Especialista en ciberseguridad-SailPoint,Serem,Madrid - España,,Indefinido,"SailPoint, IdentityIQ, IdentityNow",ciberseguridad
Técnico Ciberseguridad SIEM,Sopra Steria,Madrid - España,,Indefinido,"Ciberseguridad, SIEM",ciberseguridad
Cybersecurity & Compliance Specialist,Airbus,Albacete - España,,Indefinido,"Ciberseguridad, CISSP, CISA",ciberseguridad
Analista de Ciberseguridad,Santander,Madrid - España,,Indefinido,"Ciberseguridad, SAST",ciberseguridad
Técnico/a de Seguridad,Arelance,Madrid - España,,Indefinido,"Bastinado, Hardening, Active Directory",ciberseguridad
Técnico/a Sistemas Experto/a en Redes y Seguridad,Alcampo,Madrid (Híbrido),,Indefinido,"GAiA, FortiGate, FortiAnalyzer",ciberseguridad
Consultor/a Ciberseguridad GRC (PART-IS),Sopra Steria,Albacete - España,,Indefinido,"Ciberseguridad, GRC",ciberseguridad
Tecnico-Seguimiento de Riesgo Tecnologico,Cajamar Tecnología,Almería (Híbrido),,Indefinido,"Teams, SharePoint, RGPD",ciberseguridad
Gestor Especialista en Ciberseguridad,Serem,Barcelona - España,,Indefinido,"SIEM, EDR, IAM",ciberseguridad
Cibersecurity Consultant (Inglés B2/C1),CAS TRAINING,Madrid (Híbrido),24.000€ - 30.000€ b/a,Indefinido,"Ciberseguridad, GRC",ciberseguridad
Técnico/a senior de seguridad de identidad,Serem,100% En remoto,,Indefinido,"SSL, troubleshotting, EPP",ciberseguridad
Técnico/a de seguridad perimetral,Serem,Madrid (Híbrido),,Indefinido,"F5, PALO ALTO, FORTINET",ciberseguridad
Técnico/a Ciberseguridad DLP,Sopra Steria,Madrid - España,,Indefinido,"Ciberseguridad, DLP, Purview",ciberseguridad
Analista de Seguridad de la Información,GMV,Madrid (Híbrido),,Indefinido,"ENS, NIS2, ISO27001",ciberseguridad
Consultor/a Senior de Ciberseguridad ENS,Atos,Madrid (Híbrido),,Indefinido,"Ciberseguridad, ENS",ciberseguridad
GRC Cybersecurity Specialist (ISO 27001)  Aviation,WAMOS AIR,Madrid (Híbrido),,Indefinido,"ciberseguridad, ISO 27001, GRC",ciberseguridad
Analista Junior - Seguridad Proyectos IT,Baoss,Madrid - España,,Indefinido,"analisis funcional, ciberseguridad",ciberseguridad
